Description,mean,std,Safety_Stock,Reorder_Point,ABC,Strategy,Risk
IVORY WIRE SWEETHEART LETTER TRAY,3.3421052631578947,2.7731952084726874,12.106355016780178,35.501091858885445,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
IVY HEART WREATH,6.329113924050633,6.588104118141296,28.760300428203898,73.06409789655834,B,"Medium Priority → Moderate stock, weekly review",High Risk
JACOBS LADDER SMALL,62.54545454545455,48.78530190352604,212.97173117869423,650.7899129968761,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
JADE CRYSTAL+GLASS BRACELET,2.4285714285714284,1.6508406117111138,7.206727626109028,24.20672762610903,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
JADE DROP EARRINGS W FILIGREE,3.0526315789473686,1.5082618476808298,6.584301505534925,27.952722558166503,C,"Low Priority → Low stock, minimal monitoring",Low Risk
JADE GREEN ENAMEL HAIR COMB,5.142857142857143,3.023715784073818,13.2,49.2,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
JADE GREEN PAIR ENAMEL HAIR SLIDES,1.0,,,,C,"Low Priority → Low stock, minimal monitoring",Low Risk
JAM CLOCK MAGNET,6.24,10.00318316684183,43.66879271451017,87.34879271451017,C,"Low Priority → Low stock, minimal monitoring",High Risk
JAM JAR WITH BLUE LID,13.0,15.556349186104045,67.91108156994704,158.91108156994704,C,"Low Priority → Low stock, minimal monitoring",High Risk
JAM JAR WITH GREEN LID,25.13605442176871,39.09956371822992,170.68874124977452,346.6411222021555,B,"Medium Priority → Moderate stock, weekly review",High Risk
JAM JAR WITH PINK LID,27.993630573248407,46.95339981345479,204.97458154039003,400.9299955531289,B,"Medium Priority → Moderate stock, weekly review",High Risk
JAM MAKING SET PRINTED,60.64598540145985,84.9818481067192,370.98737947432295,795.5092772845419,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JAM MAKING SET WITH JARS,30.426573426573427,36.122693360072375,157.69324447238284,370.6792584583968,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JAPANESE CROCHETED ANIMAL,42.30578512396694,64.2664820591064,280.5546631228931,576.6951589906616,B,"Medium Priority → Moderate stock, weekly review",High Risk
JARDIN DE FEMME SCENTED CANDLE,65.6,125.37428409012396,547.3201412336294,1006.5201412336294,C,"Low Priority → Low stock, minimal monitoring",High Risk
JARDIN ETCHED GLASS BUTTER DISH,2.413793103448276,2.822324793743504,12.320829713440009,29.217381437577938,C,"Low Priority → Low stock, minimal monitoring",High Risk
JARDIN ETCHED GLASS CANDLEHLDR LONG,4.357142857142857,2.7345972240938847,11.937855914951976,42.437855914951975,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
JARDIN ETCHED GLASS CHEESE DISH,7.129032258064516,12.08509256752266,52.75734668301903,102.66057248947064,C,"Low Priority → Low stock, minimal monitoring",High Risk
JARDIN ETCHED GLASS FRUITBOWL,3.3157894736842106,4.255911412951075,18.5791372809736,41.78966359676308,C,"Low Priority → Low stock, minimal monitoring",High Risk
JARDIN ETCHED GLASS GINGER JAR,2.076923076923077,1.293772064100224,5.64794857243965,20.18641011090119,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
JARDIN ETCHED GLASS LARGE BELL JAR,3.5384615384615383,3.5914428212713534,15.678406512437123,40.44763728166789,C,"Low Priority → Low stock, minimal monitoring",High Risk
JARDIN ETCHED GLASS SMALL BELL JAR,4.423076923076923,3.407909352351696,14.877193051006735,45.838731512545195,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
JASMINE TEA INCENSE IN TIN,6.75,9.670865577891206,42.21806371502788,89.46806371502788,C,"Low Priority → Low stock, minimal monitoring",High Risk
JASMINE VOTIVE CANDLE,54.96296296296296,134.33146317450124,586.4226139384164,971.1633546791571,C,"Low Priority → Low stock, minimal monitoring",High Risk
JAZZ HEARTS ADDRESS BOOK,31.963541666666668,83.47268872695517,364.3991598017564,588.1439514684231,C,"Low Priority → Low stock, minimal monitoring",High Risk
JAZZ HEARTS MAGNETIC MEMO PAD,504.14285714285717,1803.3817743827358,7872.644494973133,11401.644494973134,C,"Low Priority → Low stock, minimal monitoring",High Risk
JAZZ HEARTS MEMO PAD,521.1904761904761,2026.406711868267,8846.257554214664,12494.590887547998,C,"Low Priority → Low stock, minimal monitoring",High Risk
JAZZ HEARTS PURSE NOTEBOOK,24.991803278688526,41.04037877187441,179.1613493047523,354.103972255572,B,"Medium Priority → Moderate stock, weekly review",High Risk
JAZZ HEARTS SPIRAL NOTEPAD,4.7,3.4009802508492553,14.846944130022175,47.74694413002217,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
JELLY BABIES YELLOW SMALL BOWL,6.280701754385965,13.807030282179891,60.27444797712682,104.23936025782857,C,"Low Priority → Low stock, minimal monitoring",High Risk
JET BLACK LAS VEGAS BRACELET ROUND,3.1666666666666665,1.7224014243685084,7.519125614059123,29.68579228072579,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
JET BLACK LAS VEGAS NECKLACE 45CM,2.25,0.8864052604279183,3.869593001854329,19.61959300185433,C,"Low Priority → Low stock, minimal monitoring",Low Risk
"JEWELLED DECORATION,BLUE",50.0,24.24871130596428,105.8574985534799,455.8574985534799,C,"Low Priority → Low stock, minimal monitoring",Low Risk
"JEWELLED DECORATION,PINK",1.0,0.0,0.0,7.0,C,"Low Priority → Low stock, minimal monitoring",Low Risk
JIGSAW RABBIT AND BIRDHOUSE,8.045454545454545,7.502154263865303,32.75057689106021,89.06875870924202,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
JIGSAW TOADSTOOLS 3 PIECE,10.34020618556701,10.686719365192388,46.65276292287123,119.03420622184031,C,"Low Priority → Low stock, minimal monitoring",High Risk
JIGSAW TREE WITH BIRDHOUSE,11.45086705202312,13.67582155389878,59.701657630086586,139.85772699424842,B,"Medium Priority → Moderate stock, weekly review",High Risk
JIGSAW TREE WITH WATERING CAN,12.436363636363636,25.30385156624855,110.46370245303673,197.51824790758218,C,"Low Priority → Low stock, minimal monitoring",High Risk
JINGLE BELL HEART ANTIQUE GOLD,12.142857142857142,10.655692319218085,46.51731467438902,131.517314674389,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
JINGLE BELL HEART ANTIQUE SILVER,40.30681818181818,81.54222627339614,355.9717459154395,638.1194731881667,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JINGLE BELL HEART DECORATION,30.221311475409838,26.735160337387494,116.71206609837226,328.26124642624114,A,"High Priority → Maintain high stock, frequent monitoring",Medium Risk
JINGLE BELLS TREE DECORATION,8.095238095238095,7.357788386596069,32.12034914611441,88.78701581278108,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
JOY LARGE WOOD LETTERS,5.662337662337662,20.969658776438717,91.54282863056073,131.17919226692436,B,"Medium Priority → Moderate stock, weekly review",High Risk
JOY WOODEN BLOCK LETTERS,4.845679012345679,14.764221899370197,64.45305808772694,98.3728111741467,B,"Medium Priority → Moderate stock, weekly review",High Risk
JUMBO  BAG BAROQUE BLACK WHITE,54.83612662942272,74.47880569935215,325.13645641221666,708.9893428181757,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG 50'S CHRISTMAS ,69.953125,76.64971551020444,334.6135407513546,824.2854157513545,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG ALPHABET,63.65482233502538,87.64389124779325,382.60850128982474,828.1922576350024,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG APPLES,71.21538461538462,109.14099822730384,476.453899598799,974.9615919064913,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG CHARLIE AND LOLA TOYS,16.66183574879227,47.51567592647284,207.4291920996664,324.0620423412123,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG DOILEY PATTERNS,96.01098901098901,113.12082964742656,493.8278125248485,1165.9047356017716,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG DOLLY GIRL DESIGN,18.842657342657343,29.4188100454913,128.42751115890093,260.32611255750237,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG OWLS,49.333333333333336,83.44119038401587,364.26165411124515,709.5949874445785,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG PAISLEY PARK,109.325,92.97487598325992,405.8808600474831,1171.1558600474832,A,"High Priority → Maintain high stock, frequent monitoring",Medium Risk
JUMBO BAG PEARS,39.84023668639053,50.45298886743909,220.25200138120437,499.1336581859381,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG PINK POLKADOT,71.23214285714286,106.05064817660494,462.96300839662854,961.5880083966285,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG PINK VINTAGE PAISLEY,50.26954732510288,75.25014901242788,328.50374767227083,680.390578947991,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG PINK WITH WHITE SPOTS,67.86699507389163,75.57140118827611,329.906170725235,804.9751362424763,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG RED RETROSPOT,166.87004405286345,195.75104324853535,854.5491558731718,2022.639464243216,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG RED WHITE SPOTTY ,131.03773584905662,143.04983643926684,624.4825823061631,1541.7467332495594,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,38.785,57.385137842703934,250.5142260768777,522.0092260768777,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG SCANDINAVIAN PAISLEY,53.76610169491526,73.21914875874761,319.6374370587581,696.0001489231649,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG SPACEBOY DESIGN,38.210161662817555,61.34891625881595,267.81805977985425,535.2891914195772,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG STRAWBERRY,68.75809523809524,113.00560918064474,493.32481876811687,974.6314854347836,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG TOYS ,30.665775401069517,64.79630326407027,282.867592116537,497.5280199240236,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG VINTAGE CHRISTMAS ,45.44444444444444,54.070624175737926,236.04475092501497,554.1558620361261,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG VINTAGE DOILEY ,71.5,44.54772721475249,194.47264267757558,694.9726426775755,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
JUMBO BAG VINTAGE DOILY ,98.48148148148148,106.45076800568258,464.709727374531,1154.0800977449012,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG VINTAGE LEAF,59.53333333333333,63.60434614994489,277.66411565577755,694.3974489891109,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO BAG WOODLAND ANIMALS,35.241150442477874,54.77558964398738,239.12227038961078,485.8103234869559,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO SHOPPER VINTAGE RED PAISLEY,46.76136363636363,58.5997573324949,255.81663490435014,583.1461803588955,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO STORAGE BAG SKULLS,26.352941176470587,36.45607900740872,159.14863606970775,343.61922430500186,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUMBO STORAGE BAG SUKI,47.10771992818672,55.49683276989567,242.27084980045828,572.0248892977653,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
JUNGLE POPSICLES ICE LOLLY HOLDERS,13.495412844036696,13.349035097055749,58.2750747306461,152.74296463890298,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
JUNGLE POPSICLES ICE LOLLY MOULDS,10.679487179487179,14.837206295077609,64.77167071276668,139.52808096917693,C,"Low Priority → Low stock, minimal monitoring",High Risk
KASBAH LANTERN WITH GLASS ,4.666666666666667,6.2133775521901615,27.124435477996588,59.791102144663256,C,"Low Priority → Low stock, minimal monitoring",High Risk
KASHMIR FOLKART HEART DISHES,1.0,0.0,0.0,7.0,C,"Low Priority → Low stock, minimal monitoring",Low Risk
KASHMIR FOLKART TUMBLERS,39.476190476190474,86.29821833896261,376.73398011620026,653.0673134495336,B,"Medium Priority → Moderate stock, weekly review",High Risk
KEEP CALM BIRTHDAY WRAP,50.0,,,,C,"Low Priority → Low stock, minimal monitoring",Low Risk
KEEP CALM WALL ART ,20.692307692307693,59.39330014878868,259.28083786623216,404.12699171238603,B,"Medium Priority → Moderate stock, weekly review",High Risk
KEEP OUT BOYS DOOR HANGER ,17.746153846153845,88.92678911498903,388.20897866808184,512.4320555911588,C,"Low Priority → Low stock, minimal monitoring",High Risk
KEEP OUT GIRLS DOOR HANGER ,17.363636363636363,47.175126925349474,205.94252895543005,327.4879835008846,C,"Low Priority → Low stock, minimal monitoring",High Risk
KENSINGTON COFFEE SET,3.8210526315789473,6.401427612331786,27.945366071719626,54.69273449277226,B,"Medium Priority → Moderate stock, weekly review",High Risk
KEY CABINET MA CAMPAGNE,6.793814432989691,42.02180439573652,183.44575272097745,231.00245375190528,B,"Medium Priority → Moderate stock, weekly review",High Risk
"KEY FOB , BACK DOOR ",17.67528735632184,38.73177948393433,169.0831829766484,292.81019447090125,B,"Medium Priority → Moderate stock, weekly review",High Risk
"KEY FOB , FRONT  DOOR ",19.416058394160583,54.008429993975604,235.77324286741683,371.6856516265409,B,"Medium Priority → Moderate stock, weekly review",High Risk
"KEY FOB , GARAGE DESIGN",22.972762645914397,56.68694216024179,247.46626004215886,408.27559856355964,B,"Medium Priority → Moderate stock, weekly review",High Risk
"KEY FOB , SHED",22.037735849056602,49.22209654589368,214.878553674916,369.1427046183122,B,"Medium Priority → Moderate stock, weekly review",High Risk
KEY RING BASEBALL BOOT ASSORTED ,38.65853658536585,30.058783871023095,131.22131027901477,401.8310663765758,B,"Medium Priority → Moderate stock, weekly review",Medium Risk
KEY RING BASEBALL BOOT UNION JACK,43.21951219512195,44.3691966318537,193.69326926335572,496.22985462920934,B,"Medium Priority → Moderate stock, weekly review",High Risk
KID'S CHALKBOARD/EASEL,5.0,,,,C,"Low Priority → Low stock, minimal monitoring",Low Risk
KIDS CUTLERY DOLLY GIRL ,4.5,1.4142135623730951,6.173734688177003,37.67373468817701,C,"Low Priority → Low stock, minimal monitoring",Low Risk
KIDS CUTLERY SPACEBOY ,4.5,1.4142135623730951,6.173734688177003,37.67373468817701,C,"Low Priority → Low stock, minimal monitoring",Low Risk
KIDS RAIN MAC BLUE,22.358620689655172,29.115830903400337,127.10485884592049,283.6152036735067,B,"Medium Priority → Moderate stock, weekly review",High Risk
KIDS RAIN MAC PINK,19.186206896551724,23.16756179532559,101.13775154035179,235.44119981621387,B,"Medium Priority → Moderate stock, weekly review",High Risk
KINGS CHOICE BISCUIT TIN,8.795348837209302,48.25898760653449,210.67411155555345,272.2415534160186,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
KINGS CHOICE CIGAR BOX MATCHES ,20.511904761904763,35.793316891211795,156.25535490225204,299.8386882355854,B,"Medium Priority → Moderate stock, weekly review",High Risk
KINGS CHOICE GIANT TUBE MATCHES,15.951807228915662,27.51546281064206,120.11846847957861,231.78111908198824,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
KINGS CHOICE MUG,27.858921161825727,89.81530129752166,392.0877694166056,587.1002175493857,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
KINGS CHOICE SMALL TUBE MATCHES,11.7,15.705979045502948,68.56428917446748,150.46428917446747,C,"Low Priority → Low stock, minimal monitoring",High Risk
KINGS CHOICE TEA CADDY ,9.26,11.772628386068504,51.39328752874299,116.21328752874298,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
KISS REINDEER SCANDINAVIAN STOCKING,2.5,0.7071067811865476,3.0868673440885015,20.586867344088503,C,"Low Priority → Low stock, minimal monitoring",Low Risk
KITCHEN FLOWER POTS WALL PLAQUE,15.709677419354838,44.0834009187034,192.44563103179507,302.413372967279,C,"Low Priority → Low stock, minimal monitoring",High Risk
KITCHEN METAL SIGN,15.443181818181818,30.704773037478823,134.04136930775297,242.14364203502572,B,"Medium Priority → Moderate stock, weekly review",High Risk
KITTENS DESIGN FLANNEL,22.970149253731343,76.6519030875756,334.623090597756,495.4141353738754,C,"Low Priority → Low stock, minimal monitoring",High Risk
KITTY PENCIL ERASERS,19.87704918032787,19.155551972887412,83.62336413161408,222.76270839390918,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
KNEELING MAT HOUSEWORK  DESIGN,13.841121495327103,31.540076193274366,137.68787660006402,234.57572706735374,B,"Medium Priority → Moderate stock, weekly review",High Risk
KNICKERBOCKERGLORY MAGNET ASSORTED ,27.0,26.832815729997474,117.13837970537239,306.13837970537236,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
KNITTED MUG COSY IVORY COLOUR ,21.03846153846154,34.3318869498672,149.87549759973854,297.1447283689693,C,"Low Priority → Low stock, minimal monitoring",High Risk
KNITTED POM POM HOT WATER BOTTLE,1.6666666666666667,0.5773502691896257,2.5204166322257118,14.187083298892379,C,"Low Priority → Low stock, minimal monitoring",Low Risk
KNITTED RABBIT DOLL ,4.0,4.743416490252569,20.70733565671837,48.70733565671837,C,"Low Priority → Low stock, minimal monitoring",High Risk
KNITTED RAINBOW HOT WATER BOTTLE,5.0,4.8304589153964805,21.0873184639489,56.087318463948904,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
KNITTED UNION FLAG HOT WATER BOTTLE,20.31103678929766,30.625365280856478,133.69471556703573,275.87197309211933,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
L BLUE C/COVER W PINK/YELLOW FLOWER,3.0,1.4142135623730951,6.173734688177003,27.173734688177003,C,"Low Priority → Low stock, minimal monitoring",Low Risk
LA JARDIN BOTANIQUE CUSHION COVER,5.785714285714286,3.683196175325727,16.078954831130613,56.578954831130616,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
LA PALMIERA METAL SIGN CALENDAR,63.333333333333336,144.1793916261855,629.4136437987343,1072.7469771320675,C,"Low Priority → Low stock, minimal monitoring",High Risk
LA PALMIERA TILE COASTER,20.7027027027027,22.56209316637195,98.49458449922854,243.41350341814746,C,"Low Priority → Low stock, minimal monitoring",High Risk
LA PALMIERA TILE HOOK,41.30434782608695,123.29950039809152,538.2626944725685,827.3931292551772,C,"Low Priority → Low stock, minimal monitoring",High Risk
LA PALMIERA WALL THERMOMETER,17.423076923076923,55.135595092044184,240.69387045181878,362.65540891335723,C,"Low Priority → Low stock, minimal monitoring",High Risk
LA STREGA CANVAS PICTURE ,10.428571428571429,4.157609203101499,18.15,91.15,C,"Low Priority → Low stock, minimal monitoring",Low Risk
LADIES & GENTLEMEN METAL SIGN,20.45771144278607,29.884890597445125,130.4621809907003,273.66616109020276,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
LADLE LOVE HEART PINK,19.875,40.931507397997706,178.686072447469,317.811072447469,C,"Low Priority → Low stock, minimal monitoring",High Risk
LADLE LOVE HEART RED ,21.53968253968254,49.33160519246597,215.35661253956457,366.13439031734237,C,"Low Priority → Low stock, minimal monitoring",High Risk
LADS ONLY TISSUE BOX,23.06474820143885,68.20803733433002,297.76148193403617,459.2147193441081,B,"Medium Priority → Moderate stock, weekly review",High Risk
LADYBIRD + BEE RAFFIA FOOD COVER,6.152439024390244,7.039410976644257,30.730475853955372,73.79754902468707,B,"Medium Priority → Moderate stock, weekly review",High Risk
LANDMARK FRAME BAKER STREET ,16.523809523809526,65.65715425421592,286.62562821562204,402.29229488228873,B,"Medium Priority → Moderate stock, weekly review",High Risk
LANDMARK FRAME CAMDEN TOWN ,17.4375,56.55938215431122,246.909398154824,368.971898154824,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
LANDMARK FRAME COVENT GARDEN ,15.10344827586207,55.65797647083108,242.97432096119073,348.69845889222523,B,"Medium Priority → Moderate stock, weekly review",High Risk
LANDMARK FRAME LONDON BRIDGE ,14.241379310344827,55.20459037099684,240.99506862890013,340.6847238013139,B,"Medium Priority → Moderate stock, weekly review",High Risk
LANDMARK FRAME NOTTING HILL ,16.23076923076923,59.36416945754918,259.1536681347426,372.76905275012723,B,"Medium Priority → Moderate stock, weekly review",High Risk
LANDMARK FRAME OXFORD STREET,12.757575757575758,52.26257641888115,228.15173713178248,317.45476743481277,B,"Medium Priority → Moderate stock, weekly review",High Risk
LANTERN CREAM GAZEBO ,7.819587628865979,7.705958117109392,33.640280505729145,88.377393907791,A,"High Priority → Maintain high stock, frequent monitoring",Medium Risk
LARGE  TALL CAMPHOR WOOD TOADSTOOL ,4.888888888888889,8.123256833764497,35.46199373977724,69.68421596199947,C,"Low Priority → Low stock, minimal monitoring",High Risk
LARGE ANTIQUE WHITE PHOTO FRAME,6.2073170731707314,16.123549072345916,70.38718681033622,113.83840632253134,B,"Medium Priority → Moderate stock, weekly review",High Risk
LARGE APOTHECARY MEASURING JAR ,3.3333333333333335,3.866830866792722,16.880610178545087,40.213943511878426,C,"Low Priority → Low stock, minimal monitoring",High Risk
LARGE BLACK DIAMANTE HAIRSLIDE,4.0,,,,C,"Low Priority → Low stock, minimal monitoring",Low Risk
LARGE BLUE ORIENTAL FOLDING STOOL,27.2,36.928308924184435,161.21015089007267,351.61015089007265,C,"Low Priority → Low stock, minimal monitoring",High Risk
LARGE BLUE PROVENCAL CERAMIC BALL,6.823529411764706,8.017444216501035,35.000069852871476,82.76477573522442,C,"Low Priority → Low stock, minimal monitoring",High Risk
LARGE BONNE JAM JAR  T-LIGHT HOLDER,28.22222222222222,32.45680890729162,141.68986378707547,339.245419342631,C,"Low Priority → Low stock, minimal monitoring",High Risk
LARGE CAKE STAND  HANGING STRAWBERY,7.060402684563758,14.221541108020986,62.083990702644066,111.50680949459039,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
LARGE CAKE STAND HANGING HEARTS,6.189655172413793,12.336523217562204,53.85496458679254,97.18255079368909,B,"Medium Priority → Moderate stock, weekly review",High Risk
LARGE CAKE TOWEL CHOCOLATE SPOTS,19.302325581395348,32.37616325082164,141.33780600736924,276.4540850771367,B,"Medium Priority → Moderate stock, weekly review",High Risk
LARGE CAKE TOWEL PINK SPOTS,7.078651685393258,17.143281017573123,74.83881607651811,124.38937787427092,B,"Medium Priority → Moderate stock, weekly review",High Risk
"LARGE CAKE TOWEL, CHOCOLATE SPOTS",3.0657894736842106,2.429460989963491,10.605786838970705,32.06631315476018,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
LARGE CAMPHOR WOOD FIELD MUSHROOM ,3.6923076923076925,3.552680461502056,15.509189831540823,41.35534367769467,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
LARGE CERAMIC TOP STORAGE JAR,24.41322314049587,31.949874653245924,139.47684754108832,310.3694095245594,B,"Medium Priority → Moderate stock, weekly review",High Risk
LARGE CHINESE STYLE SCISSOR,23.785714285714285,38.10247982838078,166.33598183523844,332.83598183523844,B,"Medium Priority → Moderate stock, weekly review",High Risk
LARGE CHUNKY GLASS ROMAN BOWL,14.7,23.391631432044917,102.11592522329968,205.0159252232997,C,"Low Priority → Low stock, minimal monitoring",High Risk
LARGE CIRCULAR MIRROR MOBILE,77.2159090909091,115.4368546115035,503.93839556537057,1044.4497592017342,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
LARGE CRYSTAL DIAMANTE HAIRSLIDE,11.5,19.05255888325765,83.1737488634485,163.6737488634485,C,"Low Priority → Low stock, minimal monitoring",High Risk
LARGE DECO JEWELLERY STAND,3.8,6.591187298203563,28.773760018895683,55.37376001889568,B,"Medium Priority → Moderate stock, weekly review",High Risk
LARGE ENGLISH ARBORETUM,16.142857142857142,37.02444494937802,161.62983171432182,274.6298317143218,C,"Low Priority → Low stock, minimal monitoring",High Risk
LARGE FIBRE OPTIC CHRISTMAS TREE,2.5,1.8708286933869707,8.167083322704624,25.667083322704624,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
LARGE GLASS ROSE SCENTED CANDLE ,2.0,,,,C,"Low Priority → Low stock, minimal monitoring",Low Risk
LARGE GLASS SUNDAE DISH CLEAR,498.0,698.6214998123089,3049.8249359594397,6535.824935959439,C,"Low Priority → Low stock, minimal monitoring",High Risk
LARGE GREEN PEONY FOLDING STOOL,21.833333333333332,36.7826952066684,160.57447571142805,313.4078090447614,C,"Low Priority → Low stock, minimal monitoring",High Risk
LARGE HANGING GLASS+ZINC LANTERN,560.0,,,,C,"Low Priority → Low stock, minimal monitoring",Low Risk
LARGE HANGING IVORY & RED WOOD BIRD,22.025974025974026,27.06273226788534,118.1420779749336,272.3238961567518,B,"Medium Priority → Moderate stock, weekly review",High Risk
LARGE HEART FLOWERS HOOK   ,17.303030303030305,25.84749123281219,112.83695579795655,233.95816791916866,C,"Low Priority → Low stock, minimal monitoring",High Risk
LARGE HEART MEASURING SPOONS,14.667721518987342,17.75137917820899,77.49346231101933,180.16751294393072,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
LARGE IVORY HEART WALL ORGANISER,7.744897959183674,20.54078729681473,89.67059461939665,143.88488033368236,B,"Medium Priority → Moderate stock, weekly review",High Risk
LARGE JEWELLERY STAND,3.3333333333333335,2.516611478423583,10.986241395490998,34.319574728824335,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
LARGE MEDINA STAMPED METAL BOWL ,4.580645161290323,6.851617545880466,29.91066557312855,61.97518170216081,B,"Medium Priority → Moderate stock, weekly review",High Risk
LARGE MINT DIAMANTE HAIRSLIDE,2.6666666666666665,1.505545305418162,6.5724424683674485,25.239109135034113,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
LARGE PARLOUR FRAME,13.5,14.849242404917497,64.82421422585853,159.32421422585853,C,"Low Priority → Low stock, minimal monitoring",High Risk
LARGE PARLOUR PICTURE FRAME,3.9,3.385728561881009,14.780363039484094,42.0803630394841,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
LARGE PINK GLASS SUNDAE DISH,17.384615384615383,20.270865644239702,88.49225443519126,210.18456212749894,C,"Low Priority → Low stock, minimal monitoring",High Risk
LARGE PINK PEONY FOLDING STOOL,27.2,40.19577092182709,175.47422246586535,365.8742224658654,C,"Low Priority → Low stock, minimal monitoring",High Risk
LARGE POPCORN HOLDER ,30.45771144278607,42.829306003440195,186.97089264247094,400.17487274197345,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
LARGE PURPLE BABUSHKA NOTEBOOK  ,15.695945945945946,35.71117296602428,155.8967564459466,265.7683780675682,B,"Medium Priority → Moderate stock, weekly review",High Risk
LARGE RED BABUSHKA NOTEBOOK ,18.02836879432624,38.13864617838659,166.4938656623465,292.6924472226302,B,"Medium Priority → Moderate stock, weekly review",High Risk
LARGE RED RETROSPOT WINDMILL,19.844961240310077,69.10820881193344,301.6911712146723,440.60589989684286,B,"Medium Priority → Moderate stock, weekly review",High Risk
LARGE RED SPOT WINDMILL,96.46666666666667,239.8266231997655,1046.9606445523057,1722.2273112189723,B,"Medium Priority → Moderate stock, weekly review",High Risk
LARGE ROUND CUTGLASS CANDLESTICK,4.65625,7.159966547948526,31.25675995433215,63.85050995433215,C,"Low Priority → Low stock, minimal monitoring",High Risk
LARGE ROUND WICKER PLATTER ,2.848684210526316,2.6187299596566542,11.43203856974143,31.372828043425642,B,"Medium Priority → Moderate stock, weekly review",Medium Risk
LARGE SKULL WINDMILL,6.195652173913044,7.7649341850752815,33.897739920813756,77.26730513820506,C,"Low Priority → Low stock, minimal monitoring",High Risk
LARGE STRAWBERRY CHOCOLATE CANDLE,11.2,8.64291617453276,37.73056122031581,116.1305612203158,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
